Recency,Frequency,Monetary,TotalItems,AvgOrderValue
34,6,832.2,432,138.70000000000002
289,1,91.80000000000001,12,91.80000000000001
36,12,3740.07,1417,311.6725
44,4,4098.88,2636,1024.72
251,1,240.68,224,240.68
32,2,312.71,187,156.355
186,1,141.85999999999999,83,141.85999999999999
52,3,1799.33,757,599.7766666666666
54,2,777.53,209,388.765
324,2,1174.03,635,587.015
304,1,110.17999999999999,78,110.17999999999999
11,2,856.84,567,428.42
143,1,187.05,66,187.05
338,1,109.82000000000001,43,109.82000000000001
213,1,239.49,161,239.49
8,10,1636.18,1394,163.618
176,1,1384.25,534,1384.25
20,2,290.25,302,145.125
29,4,624.62,382,156.155
22,15,5627.27,2119,375.15133333333335
63,3,1193.8,597,397.93333333333334
339,1,164.70000000000002,46,164.70000000000002
279,1,118.0,30,118.0
126,1,781.03,725,781.03
277,1,142.4,37,142.4
34,1,712.4,180,712.4
1,7,2253.32,2406,321.90285714285716
150,1,147.0,28,147.0
22,5,1668.78,1304,333.756
35,3,1117.13,485,372.3766666666667
6,4,247.95999999999998,84,61.989999999999995
78,5,2011.88,719,402.37600000000003
23,1,396.97,359,396.97
17,1,160.04,52,160.04
2,12,3851.34,2509,320.945
282,1,219.52,324,219.52
15,2,693.32,548,346.66
35,1,428.89,267,428.89
213,2,246.63,240,123.315
10,1,675.51,288,675.51
24,6,969.04,453,161.50666666666666
59,3,1154.4,754,384.8
59,3,1081.03,310,360.3433333333333
289,1,417.69,189,417.69
10,3,544.18,300,181.39333333333332
144,1,177.34,246,177.34
87,1,213.85,343,213.85
1,5,727.74,286,145.548
223,1,257.23,209,257.23
29,5,1638.47,1269,327.694
1,10,7076.36,3972,707.636
46,6,1799.78,1271,299.9633333333333
70,11,3070.42,467,279.1290909090909
13,4,1666.79,743,416.6975
3,5,1547.3600000000001,700,309.47200000000004
38,1,1071.03,677,1071.03
7,5,949.12,592,189.824
22,3,803.05,404,267.68333333333334
44,1,1033.34,800,1033.34
186,1,312.28,151,312.28
1,3,519.44,273,173.14666666666668
15,3,1845.3400000000001,1586,615.1133333333333
90,1,252.1,158,252.1
41,3,1275.9,659,425.3
227,2,346.6,139,173.3
37,5,1538.1000000000001,792,307.62
5,2,94.2,33,47.1
16,3,1095.08,578,365.02666666666664
13,6,2707.33,2182,451.22166666666664
84,2,932.97,605,466.485
135,2,379.65,490,189.825
172,1,152.34,132,152.34
55,3,2096.77,811,698.9233333333333
176,2,1563.0,882,781.5
56,3,881.26,533,293.75333333333333
149,1,189.47,91,189.47
30,3,84.65,41,28.21666666666667
119,1,299.05,149,299.05
2,18,5240.83,3141,291.15722222222223
21,2,218.55,237,109.275
45,1,349.7,282,349.7
271,2,186.39000000000001,57,93.19500000000001
2,1,204.12,50,204.12
121,2,486.82000000000005,330,243.41000000000003
122,1,232.6,924,232.6
9,3,3084.04,1612,1028.0133333333333
39,2,531.08,248,265.54
157,1,59.5,10,59.5
256,1,65.13,38,65.13
15,3,1934.45,4441,644.8166666666667
153,1,72.0,70,72.0
33,1,910.0,512,910.0
29,1,172.25,67,172.25
184,2,871.58,735,435.79
13,45,57069.24,57682,1268.2053333333333
1,15,2504.13,1603,166.942
9,1,151.29999999999998,177,151.29999999999998
125,1,308.58000000000004,66,308.58000000000004
22,9,1940.53,2143,215.61444444444444
288,1,99.5,10,99.5
17,7,1906.02,1339,272.2885714285714
115,2,522.68,237,261.34
273,1,330.79,189,330.79
237,2,806.41,351,403.205
241,1,283.33,300,283.33
7,11,5779.34,3283,525.3945454545454
2,1,180.48,176,180.48
189,2,252.06,140,126.03
217,1,228.84,352,228.84
251,5,1077.39,562,215.478
239,1,138.28,138,138.28
2,6,1445.01,1959,240.835
216,2,306.55,173,153.275
3,4,920.02,527,230.005
87,4,799.9,501,199.975
6,1,524.14,316,524.14
102,3,2375.41,1401,791.8033333333333
187,1,199.85000000000002,43,199.85000000000002
20,8,1980.56,806,247.57
9,2,1079.6599999999999,1054,539.8299999999999
4,1,223.08,120,223.08
7,6,1016.14,458,169.35666666666665
106,2,752.6,488,376.3
189,2,610.59,278,305.295
13,3,2399.55,962,799.85
230,1,357.53,228,357.53
170,1,339.59999999999997,125,339.59999999999997
211,1,350.75,425,350.75
42,3,668.4300000000001,218,222.81000000000003
60,11,2775.4700000000003,994,252.31545454545457
59,6,1065.84,1416,177.64
65,2,1080.52,1153,540.26
132,1,300.04,496,300.04
344,1,79.6,8,79.6
66,5,948.25,439,189.65
24,5,1647.26,516,329.452
258,1,296.25,152,296.25
94,6,1175.38,874,195.89666666666668
258,1,741.26,512,741.26
122,2,282.59999999999997,214,141.29999999999998
8,4,992.5600000000001,715,248.14000000000001
6,10,3876.0800000000004,2488,387.60800000000006
9,6,2677.74,1651,446.28999999999996
3,2,659.4100000000001,287,329.70500000000004
24,2,286.79,197,143.395
20,2,1070.65,642,535.325
189,1,306.72,272,306.72
33,1,1714.96,728,1714.96
41,3,1516.42,923,505.47333333333336
31,34,13683.68,5598,402.46117647058827
7,9,2478.59,1015,275.3988888888889
34,4,2634.45,1477,658.6125
4,3,1122.63,540,374.21000000000004
52,1,345.0,192,345.0
28,28,16974.85,8274,606.2446428571428
73,1,178.7,70,178.7
141,1,116.28000000000002,173,116.28000000000002
221,1,127.84,30,127.84
18,5,738.8,273,147.76
28,10,2424.63,2457,242.46300000000002
337,1,230.39999999999998,136,230.39999999999998
46,2,309.04,337,154.52
98,2,1516.0,1200,758.0
36,2,195.55,92,97.775
1,51,33855.44,21726,663.8321568627451
87,2,688.86,402,344.43
280,1,558.32,331,558.32
37,1,324.8,168,324.8
109,3,4599.42,2572,1533.14
225,1,277.07,121,277.07
1,7,2588.39,1462,369.77
22,2,924.6,1900,462.3
34,1,256.38,56,256.38
337,1,112.6,36,112.6
17,4,1518.5,668,379.625
275,1,155.05,29,155.05
26,1,599.5,176,599.5
154,2,519.75,63,259.875
12,3,485.0,330,161.66666666666666
10,4,1168.8600000000001,541,292.21500000000003
62,2,1579.12,864,789.56
142,2,2689.75,1949,1344.875
34,1,317.69,175,317.69
322,1,110.7,62,110.7
272,3,1140.35,1109,380.1166666666666
115,2,385.64,153,192.82
10,1,468.38,500,468.38
62,1,650.42,325,650.42
3,5,1698.94,768,339.788
146,1,189.5,82,189.5
28,3,409.8,138,136.6
58,5,1791.05,619,358.21
129,1,383.85,117,383.85
23,3,742.91,396,247.63666666666666
182,2,266.59000000000003,182,133.29500000000002
88,3,467.54,164,155.84666666666666
223,1,85.0,100,85.0
29,9,3385.62,1768,376.18
35,1,312.98,182,312.98
212,2,663.9300000000001,345,331.96500000000003
62,3,1255.0,3700,418.3333333333333
22,2,1537.95,1016,768.975
99,1,1595.48,944,1595.48
66,3,2651.46,1705,883.82
27,1,1090.14,312,1090.14
7,23,7497.2,2032,325.96521739130435
139,3,388.5,494,129.5
27,1,216.17,75,216.17
296,1,201.16,129,201.16
22,3,617.8100000000001,263,205.9366666666667
43,7,2089.7,1541,298.5285714285714
218,1,305.78,224,305.78
28,4,501.56,204,125.39
44,1,145.67000000000002,57,145.67000000000002
1,3,1005.09,501,335.03000000000003
9,1,507.54,464,507.54
93,4,3083.65,1709,770.9125
10,7,2618.19,1268,374.02714285714285
15,12,5870.49,2540,489.2075
90,3,389.6,140,129.86666666666667
328,1,540.45,180,540.45
24,5,1786.79,1316,357.358
34,1,122.7,36,122.7
56,1,117.24,108,117.24
25,1,1271.57,463,1271.57
22,12,2823.12,1583,235.26
9,15,13361.84,7980,890.7893333333334
13,2,683.31,467,341.655
189,4,1742.78,904,435.695
59,4,540.5,214,135.125
159,2,506.8,182,253.4
41,1,243.56,126,243.56
174,1,349.55,147,349.55
90,2,595.67,254,297.835
63,1,416.90000000000003,146,416.90000000000003
3,5,1001.91,435,200.382
23,3,571.77,959,190.59
268,1,821.1,190,821.1
280,1,160.85,105,160.85
37,3,1911.1100000000001,947,637.0366666666667
20,1,311.16,200,311.16
296,1,155.93,133,155.93
245,1,298.5,122,298.5
153,3,740.95,430,246.98333333333335
42,5,2867.2,1739,573.4399999999999
7,2,332.64,332,166.32
50,4,2369.55,1478,592.3875
27,9,2580.91,2731,286.7677777777778
6,1,321.07,125,321.07
20,2,272.04,228,136.02
20,2,1212.8400000000001,1140,606.4200000000001
29,2,348.81,472,174.405
322,1,172.25,93,172.25
24,1,351.13,185,351.13
2,3,1161.26,690,387.08666666666664
63,4,678.25,331,169.5625
45,1,348.99,214,348.99
1,3,356.67,111,118.89
139,2,842.65,143,421.325
28,2,337.34,274,168.67
66,2,1237.53,725,618.765
265,1,307.4,72,307.4
79,2,608.7900000000001,205,304.39500000000004
234,1,922.1,390,922.1
150,1,376.58,330,376.58
139,1,158.85,123,158.85
5,1,71.66,70,71.66
79,2,390.21,657,195.105
34,3,616.3,376,205.4333333333333
60,4,3859.3,1778,964.825
49,3,561.5699999999999,443,187.18999999999997
35,1,90.6,44,90.6
331,1,102.0,40,102.0
10,4,1604.25,1541,401.0625
43,2,323.65999999999997,150,161.82999999999998
146,3,674.45,459,224.8166666666667
188,2,3251.071,1431,1625.5355
23,6,3104.36,2448,517.3933333333333
41,1,227.41,49,227.41
124,2,322.96,154,161.48
24,4,865.72,436,216.43
49,3,594.04,355,198.01333333333332
42,1,128.1,40,128.1
216,1,117.6,30,117.6
278,4,664.54,460,166.135
116,1,80.7,42,80.7
8,14,6407.11,3316,457.6507142857143
30,7,2357.56,1610,336.7942857142857
41,2,190.25,187,95.125
257,1,264.7,109,264.7
19,1,413.59000000000003,249,413.59000000000003
1,6,2461.2400000000002,1697,410.2066666666667
177,1,357.98,154,357.98
15,1,158.99,297,158.99
43,1,869.87,639,869.87
30,1,200.14,172,200.14
9,4,1871.81,1136,467.9525
10,11,2474.55,1111,224.95909090909092
96,4,819.33,647,204.8325
2,11,5380.54,2666,489.14
14,5,3685.52,2652,737.104
36,2,1266.08,1313,633.04
183,1,311.3,190,311.3
22,3,537.16,646,179.0533333333333
13,9,3466.36,900,385.1511111111111
10,5,2158.04,906,431.608
26,4,1177.93,781,294.4825
35,10,3177.41,1875,317.741
181,1,635.66,710,635.66
16,3,2043.0800000000002,962,681.0266666666668
104,2,529.73,877,264.865
13,7,4582.64,2668,654.6628571428572
46,4,977.68,1092,244.42
86,3,962.19,641,320.73
168,2,695.61,365,347.805
248,1,328.8,160,328.8
80,3,473.02,462,157.67333333333332
47,1,505.18,1076,505.18
23,1,917.34,378,917.34
132,4,4341.21,2125,1085.3025
17,3,1421.61,1037,473.86999999999995
58,1,331.14,180,331.14
125,3,631.9,192,210.63333333333333
195,1,440.0,487,440.0
220,1,273.14,162,273.14
92,2,327.7,150,163.85
31,1,104.82,62,104.82
33,2,467.66,198,233.83
59,7,1816.81,1030,259.5442857142857
19,17,14711.65,4836,865.3911764705882
8,8,2250.29,1654,281.28625
127,2,473.90999999999997,307,236.95499999999998
17,4,1127.7,619,281.925
255,1,626.65,268,626.65
146,2,147.20000000000002,46,73.60000000000001
48,3,1560.38,965,520.1266666666667
3,1,152.2,92,152.2
11,12,3560.32,1544,296.6933333333333
236,1,141.41,94,141.41
73,3,535.71,247,178.57000000000002
79,4,1659.75,535,414.9375
254,1,151.59,443,151.59
43,4,957.46,272,239.365
275,1,409.93,288,409.93
129,3,3244.74,2150,1081.58
2,2,746.36,689,373.18
1,20,12688.99,2994,634.4495
94,2,260.25,215,130.125
35,1,92.46,62,92.46
76,1,725.6400000000001,216,725.6400000000001
5,21,7193.72,3860,342.55809523809523
37,16,5572.5,4383,348.28125
237,1,183.6,128,183.6
27,17,5430.38,4858,319.4341176470588
42,11,9225.470000000001,4203,838.679090909091
83,4,1097.03,1512,274.2575
237,1,152.55,45,152.55
34,2,374.7,361,187.35
290,1,265.85,73,265.85
2,5,926.93,567,185.386
2,1,151.04,130,151.04
231,1,307.92,270,307.92
99,1,118.67,79,118.67
11,5,499.41999999999996,268,99.88399999999999
72,6,1049.37,310,174.89499999999998
95,1,375.1,301,375.1
3,1,45.599999999999994,48,45.599999999999994
272,2,921.62,592,460.81
335,1,182.25,110,182.25
96,7,533.39,374,76.19857142857143
15,14,3511.48,2442,250.82
7,9,37603.05,9859,4178.116666666667
27,1,158.75,133,158.75
295,1,76.32000000000001,72,76.32000000000001
38,11,3096.59,1648,281.5081818181818
9,12,23299.27,7052,1941.6058333333333
7,1,147.35,104,147.35
13,10,2890.37,2105,289.037
108,1,191.95000000000002,63,191.95000000000002
44,6,5976.79,6942,996.1316666666667
7,2,546.0,349,273.0
125,2,216.20999999999998,72,108.10499999999999
209,1,1266.23,800,1266.23
22,7,2703.23,1793,386.17571428571426
1,2,597.91,381,298.955
43,1,144.2,88,144.2
7,10,5032.27,2253,503.22700000000003
66,3,295.5,202,98.5
10,6,2704.05,1563,450.675
48,2,926.38,326,463.19
244,2,386.53,101,193.265
1,4,1169.82,609,292.455
114,1,90.0,72,90.0
30,1,233.1,234,233.1
54,1,419.58000000000004,1618,419.58000000000004
48,1,1295.43,972,1295.43
93,3,709.71,321,236.57000000000002
31,2,637.5,564,318.75
66,3,726.23,355,242.07666666666668
289,1,480.91,257,480.91
6,8,2627.9,2432,328.4875
100,3,605.64,348,201.88
2,13,4247.41,3673,326.7238461538461
34,1,621.71,449,621.71
16,1,415.82,510,415.82
2,1,540.99,517,540.99
30,3,688.7800000000001,278,229.59333333333336
343,1,311.81,313,311.81
104,1,115.8,30,115.8
17,4,3742.2,756,935.55
51,4,2965.84,1777,741.46
48,2,483.4,108,241.7
204,1,157.2,16,157.2
191,1,446.62,218,446.62
6,2,658.64,496,329.32
45,2,621.29,711,310.645
209,2,1345.62,465,672.81
236,1,118.75,25,118.75
3,51,110854.83,54135,2173.624117647059
255,1,269.18,186,269.18
10,1,507.66,781,507.66
11,10,3806.39,3632,380.639
186,3,1097.6200000000001,450,365.8733333333334
144,2,289.36,142,144.68
57,4,2445.91,893,611.4775
41,2,1631.77,1033,815.885
246,1,120.44,53,120.44
9,4,562.59,147,140.6475
68,1,363.79,167,363.79
15,2,243.81,71,121.905
3,1,134.46,94,134.46
30,3,3222.3,1515,1074.1000000000001
267,4,576.9000000000001,209,144.22500000000002
56,4,549.46,204,137.365
11,5,934.9300000000001,755,186.98600000000002
11,2,701.57,319,350.785
28,23,4408.62,661,191.6791304347826
37,1,452.89,127,452.89
301,1,197.65,6,197.65
1,6,2054.36,1162,342.3933333333334
14,12,3735.42,3166,311.285
8,10,3149.84,2150,314.98400000000004
38,2,853.39,445,426.695
12,18,8719.960000000001,4531,484.44222222222226
172,2,1012.0,760,506.0
77,1,335.52,142,335.52
57,3,528.8,246,176.26666666666665
188,1,185.39999999999998,28,185.39999999999998
30,7,747.44,590,106.77714285714286
234,1,222.9,126,222.9
209,1,328.15999999999997,276,328.15999999999997
65,1,151.74,114,151.74
91,5,1876.33,657,375.26599999999996
76,6,1905.8400000000001,760,317.64000000000004
23,9,2241.1,1242,249.0111111111111
60,1,1070.48,1152,1070.48
1,5,1004.38,751,200.876
48,5,1343.91,847,268.78200000000004
8,1,459.8,242,459.8
10,14,1665.14,490,118.93857142857144
13,1,169.48000000000002,160,169.48000000000002
217,2,632.4,272,316.2
12,9,3432.8,2191,381.4222222222222
147,1,683.17,607,683.17
62,3,991.13,585,330.37666666666667
80,4,1009.73,483,252.4325
41,3,1877.77,1162,625.9233333333333
56,9,3031.9,1633,336.8777777777778
22,3,1547.2,610,515.7333333333333
154,3,925.71,409,308.57
13,5,2048.07,1941,409.61400000000003
19,4,1462.72,680,365.68
15,2,431.0,610,215.5
45,5,3144.86,1959,628.972
51,2,490.86,310,245.43
343,1,161.0,38,161.0
296,1,146.85,111,146.85
13,11,2380.85,993,216.4409090909091
196,1,226.85,79,226.85
154,1,213.70000000000002,146,213.70000000000002
205,2,280.55,123,140.275
8,9,2481.35,1155,275.7055555555555
190,2,1693.45,976,846.725
81,3,1474.06,804,491.3533333333333
248,1,136.76999999999998,47,136.76999999999998
288,1,302.58,102,302.58
59,1,1228.83,866,1228.83
28,1,1259.46,746,1259.46
230,2,969.0600000000001,414,484.53000000000003
34,5,3099.7200000000003,1682,619.9440000000001
60,8,11298.380000000001,6164,1412.2975000000001
112,1,120.0,68,120.0
21,2,1163.45,406,581.725
24,5,1593.75,1037,318.75
125,2,333.97,70,166.985
79,2,530.18,330,265.09
133,3,1516.24,530,505.41333333333336
302,1,492.65000000000003,197,492.65000000000003
196,1,112.32,88,112.32
44,2,437.96,599,218.98
21,4,559.97,264,139.9925
69,3,1119.74,744,373.24666666666667
182,1,1629.03,855,1629.03
167,1,134.04,52,134.04
2,11,3018.54,2286,274.4127272727273
1,2,595.25,161,297.625
8,3,1554.03,435,518.01
16,2,2692.85,2833,1346.425
169,2,83.28,216,41.64
183,1,426.6,188,426.6
105,5,832.78,278,166.55599999999998
26,4,2050.12,818,512.53
28,9,3325.56,2251,369.50666666666666
10,7,4458.61,1467,636.9442857142857
117,3,739.41,427,246.47
10,1,166.20000000000002,84,166.20000000000002
21,3,724.95,407,241.65
1,43,50889.7,57983,1183.4813953488372
28,7,3150.55,1412,450.0785714285715
87,1,640.14,606,640.14
193,1,383.45,139,383.45
41,3,1858.96,1089,619.6533333333333
21,2,2093.32,1075,1046.66
59,6,2995.72,2058,499.28666666666663
64,7,1633.7,1200,233.3857142857143
213,1,310.26,146,310.26
17,6,1611.59,1012,268.5983333333333
77,1,120.0,296,120.0
15,6,2481.13,1021,413.5216666666667
35,1,508.58000000000004,255,508.58000000000004
177,2,477.79,325,238.895
44,4,1230.59,2038,307.6475
85,2,605.0600000000001,350,302.53000000000003
212,1,183.85,103,183.85
133,1,311.65,139,311.65
19,5,4606.79,2750,921.358
94,2,462.65999999999997,252,231.32999999999998
36,2,559.24,272,279.62
38,1,415.2,58,415.2
64,7,2328.71,1597,332.67285714285714
66,1,347.5,337,347.5
168,3,1114.39,989,371.46333333333337
131,2,588.22,335,294.11
213,1,309.52,168,309.52
189,1,134.7,58,134.7
15,8,2166.98,1397,270.8725
1,3,510.78000000000003,222,170.26000000000002
97,8,889.9300000000001,477,111.24125000000001
9,1,108.97999999999999,50,108.97999999999999
91,2,1021.58,605,510.79
230,1,409.57,183,409.57
244,1,282.93,183,282.93
135,1,51.0,12,51.0
127,4,1078.96,538,269.74
185,1,90.6,64,90.6
336,1,174.4,92,174.4
50,2,701.23,277,350.615
13,1,225.12,147,225.12
13,2,785.48,321,392.74
2,4,2118.03,1139,529.5075
79,8,3717.35,1967,464.66875
1,14,8279.44,3945,591.3885714285715
290,1,155.0,36,155.0
265,1,100.5,34,100.5
328,1,76.55,17,76.55
155,1,235.56,184,235.56
161,2,617.05,219,308.525
14,2,348.1,292,174.05
22,1,202.68,146,202.68
8,3,1247.69,817,415.8966666666667
267,1,142.4,54,142.4
3,3,1727.6,795,575.8666666666667
6,7,2740.86,1739,391.5514285714286
35,2,1043.46,729,521.73
8,6,3034.92,1429,505.82
188,1,67.95,13,67.95
30,8,2920.92,1441,365.115
35,2,487.99,225,243.995
12,14,1590.18,1102,113.58428571428571
119,1,574.7,454,574.7
8,12,3697.7,4049,308.14166666666665
100,4,1475.81,519,368.9525
4,6,1449.32,827,241.5533333333333
89,1,156.75,77,156.75
77,5,2142.73,1414,428.546
65,6,2290.81,1448,381.8016666666667
41,6,2059.4500000000003,1230,343.24166666666673
62,9,1099.27,565,122.14111111111112
281,1,1063.0,196,1063.0
13,2,770.03,786,385.015
332,1,121.05,67,121.05
62,7,1496.98,2512,213.8542857142857
13,11,4653.44,2266,423.03999999999996
12,1,361.0,262,361.0
78,1,150.44,148,150.44
9,5,840.89,400,168.178
69,1,387.52,334,387.52
27,2,813.11,365,406.555
23,4,3551.08,2420,887.77
188,1,265.2,120,265.2
2,8,3810.5,2252,476.3125
20,2,363.34000000000003,228,181.67000000000002
6,4,1022.2,352,255.55
273,1,470.36,130,470.36
8,4,1383.05,1402,345.7625
8,5,1032.0,300,206.4
69,1,89.06,129,89.06
336,1,63.0,60,63.0
276,1,131.9,82,131.9
290,1,2661.24,526,2661.24
12,4,1740.43,471,435.1075
13,3,1407.19,362,469.06333333333333
175,2,1589.82,482,794.91
24,4,1420.2,938,355.05
51,2,669.76,620,334.88
21,4,872.47,445,218.1175
334,1,102.35000000000001,44,102.35000000000001
34,3,698.47,634,232.82333333333335
151,3,483.25,241,161.08333333333334
30,2,643.9,378,321.95
64,1,127.37,46,127.37
160,1,119.93,49,119.93
10,6,2056.78,1870,342.7966666666667
281,1,113.64,88,113.64
125,1,1837.92,760,1837.92
80,3,434.34,881,144.78
118,3,2102.67,765,700.89
36,11,1975.57,954,179.59727272727272
68,3,529.62,179,176.54
217,3,1038.44,398,346.1466666666667
44,6,1785.65,829,297.60833333333335
16,2,311.97,128,155.985
258,1,297.64,138,297.64
74,8,1852.67,1135,231.58375
44,2,234.34000000000003,88,117.17000000000002
16,1,547.66,140,547.66
42,3,925.85,447,308.6166666666667
227,1,193.0,110,193.0
21,3,964.2,540,321.40000000000003
224,2,316.25,117,158.125
135,2,636.51,489,318.255
4,4,1408.83,1098,352.2075
252,1,137.1,97,137.1
20,1,321.92,210,321.92
9,1,162.8,70,162.8
11,5,1013.29,621,202.658
38,1,1064.28,799,1064.28
177,1,463.38,299,463.38
145,2,340.93,139,170.465
17,2,1010.72,499,505.36
21,2,123.8,62,61.9
282,2,538.8100000000001,159,269.40500000000003
279,1,475.37,235,475.37
13,5,1957.32,1098,391.464
104,2,367.81,188,183.905
58,3,356.85,117,118.95
154,2,251.21,161,125.605
3,10,2092.66,1221,209.266
40,2,1284.45,941,642.225
17,4,673.26,308,168.315
8,7,5170.89,2415,738.6985714285714
36,4,1484.68,455,371.17
10,5,1130.28,546,226.05599999999998
60,1,137.56,70,137.56
3,4,1013.49,575,253.3725
158,2,275.28,122,137.64
71,3,455.59000000000003,361,151.86333333333334
31,3,990.2,564,330.06666666666666
37,3,1323.87,746,441.28999999999996
3,2,330.45,91,165.225
34,1,174.37,278,174.37
261,1,165.0,100,165.0
42,3,831.5,429,277.1666666666667
78,1,241.09,251,241.09
2,9,1843.83,669,204.87
13,8,3229.73,2100,403.71625
2,49,6970.04,1738,142.24571428571429
7,1,364.21999999999997,278,364.21999999999997
30,3,578.61,325,192.87
63,5,2482.32,1051,496.46400000000006
206,4,932.85,284,233.2125
30,6,1797.06,3909,299.51
36,15,3735.61,1673,249.04066666666668
30,3,2854.84,1824,951.6133333333333
230,1,170.95,39,170.95
28,1,355.56,120,355.56
35,2,388.25,155,194.125
15,1,72.13,53,72.13
46,2,637.93,300,318.965
29,8,1453.35,641,181.66875
156,1,103.25,19,103.25
44,14,3231.5,599,230.82142857142858
332,1,1101.77,836,1101.77
11,4,2078.1,1082,519.525
3,2,944.95,501,472.475
121,2,652.8,256,326.4
281,1,289.24,136,289.24
15,1,340.79,207,340.79
174,1,125.43,66,125.43
122,1,164.22,90,164.22
3,4,717.79,306,179.4475
22,1,334.93,224,334.93
27,2,312.54,122,156.27
55,1,788.38,510,788.38
1,19,2039.29,996,107.33105263157894
46,3,1080.76,1014,360.25333333333333
8,13,3809.4,1409,293.03076923076924
66,4,3099.12,1540,774.78
81,1,1432.0,800,1432.0
27,2,1530.3600000000001,412,765.1800000000001
251,2,217.21,94,108.605
10,6,2669.4900000000002,1405,444.915
150,9,1639.82,534,182.20222222222222
342,1,35.400000000000006,12,35.400000000000006
134,3,646.64,280,215.54666666666665
11,1,114.11,73,114.11
114,4,741.72,552,185.43
139,4,1033.06,381,258.265
20,1,157.05,91,157.05
247,1,237.36,444,237.36
154,8,1452.68,716,181.585
342,1,39.75,5,39.75
183,1,204.02,91,204.02
5,3,557.94,407,185.98000000000002
169,2,339.59,118,169.795
343,1,255.0,146,255.0
26,4,1533.07,907,383.2675
162,1,165.1,118,165.1
14,1,221.97,189,221.97
276,1,393.33000000000004,125,393.33000000000004
245,1,660.0,400,660.0
2,82,10702.45,5530,130.51768292682928
6,9,11902.2,8520,1322.4666666666667
56,2,790.95,193,395.475
42,4,601.56,7026,150.39
213,3,406.08000000000004,104,135.36
308,1,211.8,92,211.8
216,1,394.44,152,394.44
176,2,412.78000000000003,214,206.39000000000001
127,3,1002.91,410,334.30333333333334
155,1,320.58000000000004,146,320.58000000000004
2,5,882.02,406,176.404
27,2,225.85,162,112.925
166,2,899.63,335,449.815
35,3,2182.2,1194,727.4
61,2,671.96,272,335.98
17,1,603.1800000000001,214,603.1800000000001
21,3,1006.98,622,335.66
233,1,114.56,96,114.56
236,1,344.90000000000003,96,344.90000000000003
6,2,609.85,241,304.925
21,1,443.6,166,443.6
22,6,2984.49,1431,497.41499999999996
29,5,1789.43,679,357.886
29,1,96.12,76,96.12
140,2,693.8100000000001,815,346.90500000000003
38,2,830.76,258,415.38
127,2,597.09,381,298.545
7,60,246671.5,173308,4111.191666666667
171,1,236.04000000000002,91,236.04000000000002
42,3,895.18,657,298.3933333333333
37,2,653.75,343,326.875
47,1,114.18,53,114.18
2,4,1221.87,622,305.4675
41,2,1211.17,761,605.585
139,2,291.05,120,145.525
125,3,638.94,339,212.98000000000002
87,1,123.14,23,123.14
6,8,2380.53,1119,297.56625
57,2,285.74,228,142.87
205,3,512.28,322,170.76
3,1,387.39,301,387.39
31,5,1835.7,740,367.14
1,22,8069.27,4428,366.785
212,3,1259.24,770,419.74666666666667
250,2,392.86,326,196.43
205,2,765.55,454,382.775
8,2,678.17,419,339.085
1,6,2548.2400000000002,2500,424.7066666666667
42,15,27586.510000000002,13007,1839.1006666666667
41,3,498.95,76,166.31666666666666
158,2,52.0,80,26.0
10,4,888.38,574,222.095
77,1,628.38,470,628.38
10,19,4949.83,3292,260.51736842105265
179,1,112.8,76,112.8
14,2,355.05,167,177.525
1,5,2114.33,707,422.866
107,4,591.55,265,147.8875
235,1,172.9,34,172.9
41,6,1778.41,1439,296.4016666666667
188,2,188.60999999999999,181,94.30499999999999
18,2,611.77,291,305.885
184,1,109.13000000000001,77,109.13000000000001
2,3,2195.1,1314,731.6999999999999
143,7,1941.43,666,277.34714285714284
3,14,2796.71,1226,199.76500000000001
9,6,1105.67,826,184.27833333333334
169,1,179.0,100,179.0
124,2,701.1800000000001,410,350.59000000000003
1,12,4609.04,2334,384.08666666666664
10,2,319.23,209,159.615
61,9,2355.63,795,261.7366666666667
45,2,421.47,195,210.735
69,9,2029.61,1236,225.51222222222222
65,3,594.75,297,198.25
13,2,307.51,495,153.755
31,3,788.0,560,262.6666666666667
59,2,401.13,147,200.565
117,1,180.42000000000002,118,180.42000000000002
6,5,809.99,494,161.998
244,1,268.58,62,268.58
344,1,313.49,197,313.49
35,7,1669.38,901,238.48285714285717
17,3,380.02,256,126.67333333333333
1,7,2238.38,1256,319.7685714285714
81,11,9044.2,3645,822.2
52,25,4332.25,1591,173.29
99,2,1081.75,303,540.875
13,7,1314.45,601,187.77857142857144
36,5,2857.36,3224,571.472
167,3,1448.21,735,482.7366666666667
24,5,1168.39,675,233.67800000000003
30,6,1011.78,554,168.63
83,5,1220.26,1038,244.052
219,1,328.2,84,328.2
94,4,1118.77,1061,279.6925
14,1,389.64,260,389.64
57,1,563.15,211,563.15
15,2,638.05,486,319.025
10,9,3615.19,1536,401.6877777777778
45,1,420.5,160,420.5
115,4,1484.06,419,371.015
83,2,870.85,247,435.425
267,1,89.2,40,89.2
29,2,255.9,118,127.95
234,1,300.52,341,300.52
17,1,278.3,190,278.3
82,2,95.5,22,47.75
51,5,2050.85,1199,410.16999999999996
97,1,133.20000000000002,40,133.20000000000002
52,7,10073.36,7037,1439.0514285714287
202,2,876.42,490,438.21
82,1,139.26,82,139.26
28,3,1011.9,1174,337.3
21,11,2538.3,3134,230.75454545454548
97,2,730.86,306,365.43
251,3,386.15,84,128.71666666666667
25,2,447.68,310,223.84
